=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.02.25 00:13:18 =~=~=~=~=~=~=~=~=~=~=~=
0,-1,-1,-1,-1,-1
73236,0,-1,-1,-1,-1,-1
73258,0,-1,-1,-1,-1,-1
73280,0,-1,-1,-1,-1,-1
73302,0,-1,-1,-1,-1,-1
73324,0,-1,-1,-1,-1,-1
73346,0,-1,-1,-1,-1,-1
73368,0,-1,-1,-1,-1,-1
73390,0,-1,-1,-1,-1,-1
73412,0,-1,-1,-1,-1,-1
73434,0,-1,-1,-1,-1,-1
73456,0,-1,-1,-1,-1,-1
73478,0,-1,-1,-1,-1,-1
73500,0,-1,-1,-1,-1,-1
73522,0,-1,-1,-1,-1,-1
73544,0,-1,-1,-1,-1,-1
73566,0,-1,-1,-1,-1,-1
73588,0,-1,-1,-1,-1,-1
73610,0,-1,-1,-1,-1,-1
73632,0,-1,-1,-1,-1,-1
73654,0,-1,-1,-1,-1,-1
73676,0,-1,-1,-1,-1,-1
73698,0,-1,-1,-1,-1,-1
73720,0,-1,-1,-1,-1,-1
73742,0,-1,-1,-1,-1,-1
73764,0,-1,-1,-1,-1,-1
73786,0,-1,-1,-1,-1,-1
73808,0,-1,-1,-1,-1,-1
73830,0,-1,-1,-1,-1,-1
73852,0,-1,-1,-1,-1,-1
73874,0,-1,-1,-1,-1,-1
73896,0,-1,-1,-1,-1,-1
73918,0,-1,-1,-1,-1,-1
73940,0,-1,-1,-1,-1,-1
73962,0,-1,-1,-1,-1,-1
73984,0,-1,-1,-1,-1,-1
74006,0,-1,-1,-1,-1,-1
74028,0,-1,-1,-1,-1,-1
74050,0,-1,-1,-1,-1,-1
74072,0,-1,-1,-1,-1,-1
74094,0,-1,-1,-1,-1,-1
74116,0,-1,-1,-1,-1,-1
74138,0,-1,-1,-1,-1,-1
74160,0,-1,-1,-1,-1,-1
74182,0,-1,-1,-1,-1,-1
74204,0,-1,-1,-1,-1,-1
74226,0,-1,-1,-1,-1,-1
74248,0,-1,-1,-1,-1,-1
74270,0,-1,-1,-1,-1,-1
74292,0,-1,-1,-1,-1,-1
74314,0,-1,-1,-1,-1,-1
74336,0,-1,-1,-1,-1,-1
74358,0,-1,-1,-1,-1,-1
74380,0,-1,-1,-1,-1,-1
74402,0,-1,-1,-1,-1,-1
74424,0,-1,-1,-1,-1,-1
74446,0,-1,-1,-1,-1,-1
74468,0,-1,-1,-1,-1,-1
74490,0,-1,-1,-1,-1,-1
74512,0,-1,-1,-1,-1,-1
74534,0,-1,-1,-1,-1,-1
74556,0,-1,-1,-1,-1,-1
74578,0,-1,-1,-1,-1,-1
74600,0,-1,-1,-1,-1,-1
74622,0,-1,-1,-1,-1,-1
74644,0,-1,-1,-1,-1,-1
74666,0,-1,-1,-1,-1,-1
74688,0,-1,-1,-1,-1,-1
74710,0,-1,-1,-1,-1,-1
74732,0,-1,-1,-1,-1,-1
74754,0,-1,-1,-1,-1,-1
74776,0,-1,-1,-1,-1,-1
74798,0,-1,-1,-1,-1,-1
74820,0,-1,-1,-1,-1,-1
74842,0,-1,-1,-1,-1,-1
74864,0,-1,-1,-1,-1,-1
74886,0,-1,-1,-1,-1,-1
74908,0,-1,-1,-1,-1,-1
74930,0,-1,-1,-1,-1,-1
74952,0,-1,-1,-1,-1,-1
74974,0,-1,-1,-1,-1,-1
74996,0,-1,-1,-1,-1,-1
75018,0,-1,-1,-1,-1,-1
75040,0,-1,-1,-1,-1,-1
75062,0,-1,-1,-1,-1,-1
75084,0,-1,-1,-1,-1,-1
75106,0,-1,-1,-1,-1,-1
75128,0,-1,-1,-1,-1,-1
75150,0,-1,-1,-1,-1,-1
75172,0,-1,-1,-1,-1,-1
75194,0,-1,-1,-1,-1,-1
75216,0,-1,-1,-1,-1,-1
75238,0,-1,-1,-1,-1,-1
75260,0,-1,-1,-1,-1,-1
75282,0,-1,-1,-1,-1,-1
75304,0,-1,-1,-1,-1,-1
75326,0,-1,-1,-1,-1,-1
75348,0,-1,-1,-1,-1,-1
75370,0,-1,-1,-1,-1,-1
75392,0,-1,-1,-1,-1,-1
75414,0,-1,-1,-1,-1,-1
75436,0,-1,-1,-1,-1,-1
75458,0,-1,-1,-1,-1,-1
75480,0,-1,-1,-1,-1,-1
75502,0,-1,-1,-1,-1,-1
75524,0,-1,-1,-1,-1,-1
75546,0,-1,-1,-1,-1,-1
75568,0,-1,-1,-1,-1,-1
75590,0,-1,-1,-1,-1,-1
75612,0,-1,-1,-1,-1,-1
75634,0,-1,-1,-1,-1,-1
75656,0,-1,-1,-1,-1,-1
75678,0,-1,-1,-1,-1,-1
75700,0,-1,-1,-1,-1,-1
75722,0,-1,-1,-1,-1,-1
75744,0,-1,-1,-1,-1,-1
75766,0,-1,-1,-1,-1,-1
75788,0,-1,-1,-1,-1,-1
75810,0,-1,-1,-1,-1,-1
75832,0,-1,-1,-1,-1,-1
75854,0,-1,-1,-1,-1,-1
75876,0,-1,-1,-1,-1,-1
75898,0,-1,-1,-1,-1,-1
75920,0,-1,-1,-1,-1,-1
75942,0,-1,-1,-1,-1,-1
75964,0,-1,-1,-1,-1,-1
75986,0,-1,-1,-1,-1,-1
76008,0,-1,-1,-1,-1,-1
76030,0,-1,-1,-1,-1,-1
76052,0,-1,-1,-1,-1,-1
76074,0,-1,-1,-1,-1,-1
76096,0,-1,-1,-1,-1,-1
76118,0,-1,-1,-1,-1,-1
76140,0,-1,-1,-1,-1,-1
76162,0,-1,-1,-1,-1,-1
76184,0,-1,-1,-1,-1,-1
76206,0,-1,-1,-1,-1,-1
76228,0,-1,-1,-1,-1,-1
76250,0,-1,-1,-1,-1,-1
76272,0,-1,-1,-1,-1,-1
76294,0,-1,-1,-1,-1,-1
76316,0,-1,-1,-1,-1,-1
76338,0,-1,-1,-1,-1,-1
76360,0,-1,-1,-1,-1,-1
76382,0,-1,-1,-1,-1,-1
76404,0,-1,-1,-1,-1,-1
76426,0,-1,-1,-1,-1,-1
76448,0,-1,-1,-1,-1,-1
76470,0,-1,-1,-1,-1,-1
76492,0,-1,-1,-1,-1,-1
76514,0,-1,-1,-1,-1,-1
76536,0,-1,-1,-1,-1,-1
76558,0,-1,-1,-1,-1,-1
76580,0,-1,-1,-1,-1,-1
76602,0,-1,-1,-1,-1,-1
76624,0,-1,-1,-1,-1,-1
76646,0,-1,-1,-1,-1,-1
76668,0,-1,-1,-1,-1,-1
76690,0,-1,-1,-1,-1,-1
76712,0,-1,-1,-1,-1,-1
76734,0,-1,-1,-1,-1,-1
76756,0,-1,-1,-1,-1,-1
76778,0,-1,-1,-1,-1,-1
76800,0,-1,-1,-1,-1,-1
76822,0,-1,-1,-1,-1,-1
76844,0,-1,-1,-1,-1,-1
76866,0,-1,-1,-1,-1,-1
76888,0,-1,-1,-1,-1,-1
76910,0,-1,-1,-1,-1,-1
76932,0,-1,-1,-1,-1,-1
76954,0,-1,-1,-1,-1,-1
76976,0,-1,-1,-1,-1,-1
76998,0,-1,-1,-1,-1,-1
77020,0,-1,-1,-1,-1,-1
77042,0,-1,-1,-1,-1,-1
77064,0,-1,-1,-1,-1,-1
77086,0,-1,-1,-1,-1,-1
77108,0,-1,-1,-1,-1,-1
77130,0,-1,-1,-1,-1,-1
77152,0,-1,-1,-1,-1,-1
77174,0,-1,-1,-1,-1,-1
77196,0,-1,-1,-1,-1,-1
77218,0,-1,-1,-1,-1,-1
77240,0,-1,-1,-1,-1,-1
77262,0,-1,-1,-1,-1,-1
77284,0,-1,-1,-1,-1,-1
77306,0,-1,-1,-1,-1,-1
77328,0,-1,-1,-1,-1,-1
77350,0,-1,-1,-1,-1,-1
77372,0,-1,-1,-1,-1,-1
77394,0,-1,-1,-1,-1,-1
77416,0,-1,-1,-1,-1,-1
77438,0,-1,-1,-1,-1,-1
77460,0,-1,-1,-1,-1,-1
77482,0,-1,-1,-1,-1,-1
77504,0,-1,-1,-1,-1,-1
77526,0,-1,-1,-1,-1,-1
77548,0,-1,-1,-1,-1,-1
77570,0,-1,-1,-1,-1,-1
77592,0,-1,-1,-1,-1,-1
77614,0,-1,-1,-1,-1,-1
77636,0,-1,-1,-1,-1,-1
77658,0,-1,-1,-1,-1,-1
77680,0,-1,-1,-1,-1,-1
77702,0,-1,-1,-1,-1,-1
77724,0,-1,-1,-1,-1,-1
77746,0,-1,-1,-1,-1,-1
77768,0,-1,-1,-1,-1,-1
77790,0,-1,-1,-1,-1,-1
77812,0,-1,-1,-1,-1,-1
77834,0,-1,-1,-1,-1,-1
77856,0,-1,-1,-1,-1,-1
77878,0,-1,-1,-1,-1,-1
77900,0,-1,-1,-1,-1,-1
77922,0,-1,-1,-1,-1,-1
77944,0,-1,-1,-1,-1,-1
77966,0,-1,-1,-1,-1,-1
77988,0,-1,-1,-1,-1,-1
78010,0,-1,-1,-1,-1,-1
78032,0,-1,-1,-1,-1,-1
78054,0,-1,-1,-1,-1,-1
78076,0,-1,-1,-1,-1,-1
78098,0,-1,-1,-1,-1,-1
78120,0,-1,-1,-1,-1,-1
78142,0,-1,-1,-1,-1,-1
78164,0,-1,-1,-1,-1,-1
78186,0,-1,-1,-1,-1,-1
78208,0,-1,-1,-1,-1,-1
78230,0,-1,-1,-1,-1,-1
78252,0,-1,-1,-1,-1,-1
78274,0,-1,-1,-1,-1,-1
78296,0,-1,-1,-1,-1,-1
78318,0,-1,-1,-1,-1,-1
78340,0,-1,-1,-1,-1,-1
78362,0,-1,-1,-1,-1,-1
78384,0,-1,-1,-1,-1,-1
78406,0,-1,-1,-1,-1,-1
78428,0,-1,-1,-1,-1,-1
78450,0,-1,-1,-1,-1,-1
78472,0,-1,-1,-1,-1,-1
78494,0,-1,-1,-1,-1,-1
78516,0,-1,-1,-1,-1,-1
78538,0,-1,-1,-1,-1,-1
78560,0,-1,-1,-1,-1,-1
78582,0,-1,-1,-1,-1,-1
78604,0,-1,-1,-1,-1,-1
78626,0,-1,-1,-1,-1,-1
78648,0,-1,-1,-1,-1,-1
78670,0,-1,-1,-1,-1,-1
78692,0,-1,-1,-1,-1,-1
78714,0,-1,-1,-1,-1,-1
78736,0,-1,-1,-1,-1,-1
78758,0,-1,-1,-1,-1,-1
78780,0,-1,-1,-1,-1,-1
78802,0,-1,-1,-1,-1,-1
78824,0,-1,-1,-1,-1,-1
78846,0,-1,-1,-1,-1,-1
78868,0,-1,-1,-1,-1,-1
78890,0,-1,-1,-1,-1,-1
78912,0,-1,-1,-1,-1,-1
78934,0,-1,-1,-1,-1,-1
78956,0,-1,-1,-1,-1,-1
78978,0,-1,-1,-1,-1,-1
79000,0,-1,-1,-1,-1,-1
79022,0,-1,-1,-1,-1,-1
79044,0,-1,-1,-1,-1,-1
79066,0,-1,-1,-1,-1,-1
79088,0,-1,-1,-1,-1,-1
79110,0,-1,-1,-1,-1,-1
79132,0,-1,-1,-1,-1,-1
79154,0,-1,-1,-1,-1,-1
79176,0,-1,-1,-1,-1,-1
79198,0,-1,-1,-1,-1,-1
79220,0,-1,-1,-1,-1,-1
79242,0,-1,-1,-1,-1,-1
79264,0,-1,-1,-1,-1,-1
79286,0,-1,-1,-1,-1,-1
79308,0,-1,-1,-1,-1,-1
79330,0,-1,-1,-1,-1,-1
79352,0,-1,-1,-1,-1,-1
79374,0,-1,-1,-1,-1,-1
79396,0,-1,-1,-1,-1,-1
79418,0,-1,-1,-1,-1,-1
79440,0,-1,-1,-1,-1,-1
79462,0,-1,-1,-1,-1,-1
79484,0,-1,-1,-1,-1,-1
79506,0,-1,-1,-1,-1,-1
79528,0,-1,-1,-1,-1,-1
79550,0,-1,-1,-1,-1,-1
79572,0,-1,-1,-1,-1,-1
79594,0,-1,-1,-1,-1,-1
79616,0,-1,-1,-1,-1,-1
79638,0,-1,-1,-1,-1,-1
79660,0,-1,-1,-1,-1,-1
79682,0,-1,-1,-1,-1,-1
79704,0,-1,-1,-1,-1,-1
79726,0,-1,-1,-1,-1,-1
79748,0,-1,-1,-1,-1,-1
79770,0,-1,-1,-1,-1,-1
79792,0,-1,-1,-1,-1,-1
79814,0,-1,-1,-1,-1,-1
79836,0,-1,-1,-1,-1,-1
79858,0,-1,-1,-1,-1,-1
79880,0,-1,-1,-1,-1,-1
79902,0,-1,-1,-1,-1,-1
79924,0,-1,-1,-1,-1,-1
79946,0,-1,-1,-1,-1,-1
79968,0,-1,-1,-1,-1,-1
79990,0,-1,-1,-1,-1,-1
80012,0,-1,-1,-1,-1,-1
80034,0,-1,-1,-1,-1,-1
80056,0,-1,-1,-1,-1,-1
80078,0,-1,-1,-1,-1,-1
80100,0,-1,-1,-1,-1,-1
80122,0,-1,-1,-1,-1,-1
80144,0,-1,-1,-1,-1,-1
80166,0,-1,-1,-1,-1,-1
80188,0,-1,-1,-1,-1,-1
80210,0,-1,-1,-1,-1,-1
80232,0,-1,-1,-1,-1,-1
80254,0,-1,-1,-1,-1,-1
80276,0,-1,-1,-1,-1,-1
80298,0,-1,-1,-1,-1,-1
80320,0,-1,-1,-1,-1,-1
80342,0,-1,-1,-1,-1,-1
80364,0,-1,-1,-1,-1,-1
80386,0,-1,-1,-1,-1,-1
80408,0,-1,-1,-1,-1,-1
80430,0,-1,-1,-1,-1,-1
80452,0,-1,-1,-1,-1,-1
80474,0,-1,-1,-1,-1,-1
80496,0,-1,-1,-1,-1,-1
80518,0,-1,-1,-1,-1,-1
80540,0,-1,-1,-1,-1,-1
80562,0,-1,-1,-1,-1,-1
80584,0,-1,-1,-1,-1,-1
80606,0,-1,-1,-1,-1,-1
80628,0,-1,-1,-1,-1,-1
80650,0,-1,-1,-1,-1,-1
80672,0,-1,-1,-1,-1,-1
80694,0,-1,-1,-1,-1,-1
80716,0,-1,-1,-1,-1,-1
80738,0,-1,-1,-1,-1,-1
80760,0,-1,-1,-1,-1,-1
80782,0,-1,-1,-1,-1,-1
80804,0,-1,-1,-1,-1,-1
80826,0,-1,-1,-1,-1,-1
80848,0,-1,-1,-1,-1,-1
80870,0,-1,-1,-1,-1,-1
80892,0,-1,-1,-1,-1,-1
80914,0,-1,-1,-1,-1,-1
80936,0,-1,-1,-1,-1,-1
80958,0,-1,-1,-1,-1,-1
80980,0,-1,-1,-1,-1,-1
81002,0,-1,-1,-1,-1,-1
81024,0,-1,-1,-1,-1,-1
81046,0,-1,-1,-1,-1,-1
81068,0,-1,-1,-1,-1,-1
81090,0,-1,-1,-1,-1,-1
81112,0,-1,-1,-1,-1,-1
81134,0,-1,-1,-1,-1,-1
81156,0,-1,-1,-1,-1,-1
81178,0,-1,-1,-1,-1,-1
81200,0,-1,-1,-1,-1,-1
81222,0,-1,-1,-1,-1,-1
81244,0,-1,-1,-1,-1,-1
81266,0,-1,-1,-1,-1,-1
81288,0,-1,-1,-1,-1,-1
81310,0,-1,-1,-1,-1,-1
81332,0,-1,-1,-1,-1,-1
81354,0,-1,-1,-1,-1,-1
81376,0,-1,-1,-1,-1,-1
81398,0,-1,-1,-1,-1,-1
81420,0,-1,-1,-1,-1,-1
81442,0,-1,-1,-1,-1,-1
81464,0,-1,-1,-1,-1,-1
81486,0,-1,-1,-1,-1,-1
81508,0,-1,-1,-1,-1,-1
81530,0,-1,-1,-1,-1,-1
81552,0,-1,-1,-1,-1,-1
81574,0,-1,-1,-1,-1,-1
81596,0,-1,-1,-1,-1,-1
81618,0,-1,-1,-1,-1,-1
81640,0,-1,-1,-1,-1,-1
81662,0,-1,-1,-1,-1,-1
81684,0,-1,-1,-1,-1,-1
81706,0,-1,-1,-1,-1,-1
81728,0,-1,-1,-1,-1,-1
81750,0,-1,-1,-1,-1,-1
81772,0,-1,-1,-1,-1,-1
81794,0,-1,-1,-1,-1,-1
81816,0,-1,-1,-1,-1,-1
81838,0,-1,-1,-1,-1,-1
81860,0,-1,-1,-1,-1,-1
81882,0,-1,-1,-1,-1,-1
81904,0,-1,-1,-1,-1,-1
81926,0,-1,-1,-1,-1,-1
81948,0,-1,-1,-1,-1,-1
81970,0,-1,-1,-1,-1,-1
81992,0,-1,-1,-1,-1,-1
82014,0,-1,-1,-1,-1,-1
82036,0,-1,-1,-1,-1,-1
82058,0,-1,-1,-1,-1,-1
82080,0,-1,-1,-1,-1,-1
82102,0,-1,-1,-1,-1,-1
82124,0,-1,-1,-1,-1,-1
82146,0,-1,-1,-1,-1,-1
82168,0,-1,-1,-1,-1,-1
82190,0,-1,-1,-1,-1,-1
82212,0,-1,-1,-1,-1,-1
82234,0,-1,-1,-1,-1,-1
82256,0,-1,-1,-1,-1,-1
82278,0,-1,-1,-1,-1,-1
82300,0,-1,-1,-1,-1,-1
82322,0,-1,-1,-1,-1,-1
82344,0,-1,-1,-1,-1,-1
82366,0,-1,-1,-1,-1,-1
82388,0,-1,-1,-1,-1,-1
82410,0,-1,-1,-1,-1,-1
82432,0,-1,-1,-1,-1,-1
82454,0,-1,-1,-1,-1,-1
82476,0,-1,-1,-1,-1,-1
82498,0,-1,-1,-1,-1,-1
82520,0,-1,-1,-1,-1,-1
82542,0,-1,-1,-1,-1,-1
82564,0,-1,-1,-1,-1,-1
82586,0,-1,-1,-1,-1,-1
82608,0,-1,-1,-1,-1,-1
82630,0,-1,-1,-1,-1,-1
82652,0,-1,-1,-1,-1,-1
82674,0,-1,-1,-1,-1,-1
82696,0,-1,-1,-1,-1,-1
82718,0,-1,-1,-1,-1,-1
82740,0,-1,-1,-1,-1,-1
82762,0,-1,-1,-1,-1,-1
82784,0,-1,-1,-1,-1,-1
82806,0,-1,-1,-1,-1,-1
82828,0,-1,-1,-1,-1,-1
82850,0,-1,-1,-1,-1,-1
82872,0,-1,-1,-1,-1,-1
82894,0,-1,-1,-1,-1,-1
82916,0,-1,-1,-1,-1,-1
82938,0,-1,-1,-1,-1,-1
82960,0,-1,-1,-1,-1,-1
82982,0,-1,-1,-1,-1,-1
83004,0,-1,-1,-1,-1,-1
83026,0,-1,-1,-1,-1,-1
83048,0,-1,-1,-1,-1,-1
83070,0,-1,-1,-1,-1,-1
83092,0,-1,-1,-1,-1,-1
83114,0,-1,-1,-1,-1,-1
83136,0,-1,-1,-1,-1,-1
83158,0,-1,-1,-1,-1,-1
83180,0,-1,-1,-1,-1,-1
83202,0,-1,-1,-1,-1,-1
83224,0,-1,-1,-1,-1,-1
83246,0,-1,-1,-1,-1,-1
83268,0,-1,-1,-1,-1,-1
83290,0,-1,-1,-1,-1,-1
83312,0,-1,-1,-1,-1,-1
83334,0,-1,-1,-1,-1,-1
83356,0,-1,-1,-1,-1,-1
83378,0,-1,-1,-1,-1,-1
83400,0,-1,-1,-1,-1,-1
83422,0,-1,-1,-1,-1,-1
83444,0,-1,-1,-1,-1,-1
83466,0,-1,-1,-1,-1,-1
83488,0,-1,-1,-1,-1,-1
83510,0,-1,-1,-1,-1,-1
83532,0,-1,-1,-1,-1,-1
83554,0,-1,-1,-1,-1,-1
83576,0,-1,-1,-1,-1,-1
83598,0,-1,-1,-1,-1,-1
83620,0,-1,-1,-1,-1,-1
83642,0,-1,-1,-1,-1,-1
83664,0,-1,-1,-1,-1,-1
83686,0,-1,-1,-1,-1,-1
83708,0,-1,-1,-1,-1,-1
83730,0,-1,-1,-1,-1,-1
83752,0,-1,-1,-1,-1,-1
83774,0,-1,-1,-1,-1,-1
83796,0,-1,-1,-1,-1,-1
83818,0,-1,-1,-1,-1,-1
83840,0,-1,-1,-1,-1,-1
83862,0,-1,-1,-1,-1,-1
83884,0,-1,-1,-1,-1,-1
83906,0,-1,-1,-1,-1,-1
83928,0,-1,-1,-1,-1,-1
83950,0,-1,-1,-1,-1,-1
83972,0,-1,-1,-1,-1,-1
83994,0,-1,-1,-1,-1,-1
84016,0,-1,-1,-1,-1,-1
84038,0,-1,-1,-1,-1,-1
84060,0,-1,-1,-1,-1,-1
84082,0,-1,-1,-1,-1,-1
84104,0,-1,-1,-1,-1,-1
84126,0,-1,-1,-1,-1,-1
84148,0,-1,-1,-1,-1,-1
84170,0,-1,-1,-1,-1,-1
84192,0,-1,-1,-1,-1,-1
84214,0,-1,-1,-1,-1,-1
84236,0,-1,-1,-1,-1,-1
84258,0,-1,-1,-1,-1,-1
84280,0,-1,-1,-1,-1,-1
84302,0,-1,-1,-1,-1,-1
84324,0,-1,-1,-1,-1,-1
84346,0,-1,-1,-1,-1,-1
84368,0,-1,-1,-1,-1,-1
84390,0,-1,-1,-1,-1,-1
84412,0,-1,-1,-1,-1,-1
84434,0,-1,-1,-1,-1,-1
84456,0,-1,-1,-1,-1,-1
84478,0,-1,-1,-1,-1,-1
84500,0,-1,-1,-1,-1,-1
84522,0,-1,-1,-1,-1,-1
84544,0,-1,-1,-1,-1,-1
84566,0,-1,-1,-1,-1,-1
84588,0,-1,-1,-1,-1,-1
84610,0,-1,-1,-1,-1,-1
84632,0,-1,-1,-1,-1,-1
84654,0,-1,-1,-1,-1,-1
84676,0,-1,-1,-1,-1,-1
84698,0,-1,-1,-1,-1,-1
84720,0,-1,-1,-1,-1,-1
84742,0,-1,-1,-1,-1,-1
84764,0,-1,-1,-1,-1,-1
84786,0,-1,-1,-1,-1,-1
84808,0,-1,-1,-1,-1,-1
84830,0,-1,-1,-1,-1,-1
84852,0,-1,-1,-1,-1,-1
84874,0,-1,-1,-1,-1,-1
84896,0,-1,-1,-1,-1,-1
84918,0,-1,-1,-1,-1,-1
84940,0,-1,-1,-1,-1,-1
84962,0,-1,-1,-1,-1,-1
84984,0,-1,-1,-1,-1,-1
85006,0,-1,-1,-1,-1,-1
85028,0,-1,-1,-1,-1,-1
85050,0,-1,-1,-1,-1,-1
85072,0,-1,-1,-1,-1,-1
85094,0,-1,-1,-1,-1,-1
85116,0,-1,-1,-1,-1,-1
85138,0,-1,-1,-1,-1,-1
85160,0,-1,-1,-1,-1,-1
85182,0,-1,-1,-1,-1,-1
85204,0,-1,-1,-1,-1,-1
85226,0,-1,-1,-1,-1,-1
85248,0,-1,-1,-1,-1,-1
85270,0,-1,-1,-1,-1,-1
85292,0,-1,-1,-1,-1,-1
85314,0,-1,-1,-1,-1,-1
85336,0,-1,-1,-1,-1,-1
85358,0,-1,-1,-1,-1,-1
85380,0,-1,-1,-1,-1,-1
85402,0,-1,-1,-1,-1,-1
85424,0,-1,-1,-1,-1,-1
85446,0,-1,-1,-1,-1,-1
85468,0,-1,-1,-1,-1,-1
85490,0,-1,-1,-1,-1,-1
85512,0,-1,-1,-1,-1,-1
85534,0,-1,-1,-1,-1,-1
85556,0,-1,-1,-1,-1,-1
85578,0,-1,-1,-1,-1,-1
85600,0,-1,-1,-1,-1,-1
85622,0,-1,-1,-1,-1,-1
85644,0,-1,-1,-1,-1,-1
85666,0,-1,-1,-1,-1,-1
85688,0,-1,-1,-1,-1,-1
85710,0,-1,-1,-1,-1,-1
85732,0,-1,-1,-1,-1,-1
85754,0,-1,-1,-1,-1,-1
85776,0,-1,-1,-1,-1,-1
85798,0,-1,-1,-1,-1,-1
85820,0,-1,-1,-1,-1,-1
85842,0,-1,-1,-1,-1,-1
85864,0,-1,-1,-1,-1,-1
85886,0,-1,-1,-1,-1,-1
85908,0,-1,-1,-1,-1,-1
85930,0,-1,-1,-1,-1,-1
85952,0,-1,-1,-1,-1,-1
85974,0,-1,-1,-1,-1,-1
85996,0,-1,-1,-1,-1,-1
86018,0,-1,-1,-1,-1,-1
86040,0,-1,-1,-1,-1,-1
86062,0,-1,-1,-1,-1,-1
86084,0,-1,-1,-1,-1,-1
86106,0,-1,-1,-1,-1,-1
86128,0,-1,-1,-1,-1,-1
86150,0,-1,-1,-1,-1,-1
86172,0,-1,-1,-1,-1,-1
86194,0,-1,-1,-1,-1,-1
86216,0,-1,-1,-1,-1,-1
86238,0,-1,-1,-1,-1,-1
86260,0,-1,-1,-1,-1,-1
86282,0,-1,-1,-1,-1,-1
86304,0,-1,-1,-1,-1,-1
86326,0,-1,-1,-1,-1,-1
86348,0,-1,-1,-1,-1,-1
86370,0,-1,-1,-1,-1,-1
86392,0,-1,-1,-1,-1,-1
86414,0,-1,-1,-1,-1,-1
86436,0,-1,-1,-1,-1,-1
86458,0,-1,-1,-1,-1,-1
86480,0,-1,-1,-1,-1,-1
86502,0,-1,-1,-1,-1,-1
86524,0,-1,-1,-1,-1,-1
86546,0,-1,-1,-1,-1,-1
86568,0,-1,-1,-1,-1,-1
86590,0,-1,-1,-1,-1,-1
86612,0,-1,-1,-1,-1,-1
86634,0,-1,-1,-1,-1,-1
86656,0,-1,-1,-1,-1,-1
86678,0,-1,-1,-1,-1,-1
86700,0,-1,-1,-1,-1,-1
86722,0,-1,-1,-1,-1,-1
86744,0,-1,-1,-1,-1,-1
86766,0,-1,-1,-1,-1,-1
86788,0,-1,-1,-1,-1,-1
86810,0,-1,-1,-1,-1,-1
86832,0,-1,-1,-1,-1,-1
86854,0,-1,-1,-1,-1,-1
86876,0,-1,-1,-1,-1,-1
86898,0,-1,-1,-1,-1,-1
86920,0,-1,-1,-1,-1,-1
86942,0,-1,-1,-1,-1,-1
86964,0,-1,-1,-1,-1,-1
86986,0,-1,-1,-1,-1,-1
87008,0,-1,-1,-1,-1,-1
87030,0,-1,-1,-1,-1,-1
87052,0,-1,-1,-1,-1,-1
87074,0,-1,-1,-1,-1,-1
87096,0,-1,-1,-1,-1,-1
87118,0,-1,-1,-1,-1,-1
87140,0,-1,-1,-1,-1,-1
87162,0,-1,-1,-1,-1,-1
87184,0,-1,-1,-1,-1,-1
87206,0,-1,-1,-1,-1,-1
87228,0,-1,-1,-1,-1,-1
87250,0,-1,-1,-1,-1,-1
87272,0,-1,-1,-1,-1,-1
87294,0,-1,-1,-1,-1,-1
87316,0,-1,-1,-1,-1,-1
87338,0,-1,-1,-1,-1,-1
87360,0,-1,-1,-1,-1,-1
87382,0,-1,-1,-1,-1,-1
87404,0,-1,-1,-1,-1,-1
87426,0,-1,-1,-1,-1,-1
87448,0,-1,-1,-1,-1,-1
87470,0,-1,-1,-1,-1,-1
87492,0,-1,-1,-1,-1,-1
87514,0,-1,-1,-1,-1,-1
87536,0,-1,-1,-1,-1,-1
87558,0,-1,-1,-1,-1,-1
87580,0,-1,-1,-1,-1,-1
87602,0,-1,-1,-1,-1,-1
87624,0,-1,-1,-1,-1,-1
87646,0,-1,-1,-1,-1,-1
87668,0,-1,-1,-1,-1,-1
87690,0,-1,-1,-1,-1,-1
87712,0,-1,-1,-1,-1,-1
87734,0,-1,-1,-1,-1,-1
87756,0,-1,-1,-1,-1,-1
87778,0,-1,-1,-1,-1,-1
87800,0,-1,-1,-1,-1,-1
87822,0,-1,-1,-1,-1,-1
87844,0,-1,-1,-1,-1,-1
87866,0,-1,-1,-1,-1,-1
87888,0,-1,-1,-1,-1,-1
87910,0,-1,-1,-1,-1,-1
87932,0,-1,-1,-1,-1,-1
87954,0,-1,-1,-1,-1,-1
87976,0,-1,-1,-1,-1,-1
87998,0,-1,-1,-1,-1,-1
88020,0,-1,-1,-1,-1,-1
88042,0,-1,-1,-1,-1,-1
88064,0,-1,-1,-1,-1,-1
88086,0,-1,-1,-1,-1,-1
88108,0,-1,-1,-1,-1,-1
88130,0,-1,-1,-1,-1,-1
88152,0,-1,-1,-1,-1,-1
88174,0,-1,-1,-1,-1,-1
88196,0,-1,-1,-1,-1,-1
88218,0,-1,-1,-1,-1,-1
88240,0,-1,-1,-1,-1,-1
88262,0,-1,-1,-1,-1,-1
88284,0,-1,-1,-1,-1,-1
88306,0,-1,-1,-1,-1,-1
88328,0,-1,-1,-1,-1,-1
88350,0,-1,-1,-1,-1,-1
88372,0,-1,-1,-1,-1,-1
88394,0,-1,-1,-1,-1,-1
88416,0,-1,-1,-1,-1,-1
88438,0,-1,-1,-1,-1,-1
88460,0,-1,-1,-1,-1,-1
88482,0,-1,-1,-1,-1,-1
88504,0,-1,-1,-1,-1,-1
